cms_certification_number,association_date,owners,pcts,combo_key
,1997-04-01,SISTERS OF CHARITY OF LEAVENWORTH HEALTH SYSTEM INC,100%,SISTERS OF CHARITY OF LEAVENWORTH HEALTH SYSTEM INC||100%
,1997-07-01,CENTRACARE HEALTH SYSTEM,100%,CENTRACARE HEALTH SYSTEM||100%
,1997-07-07,"MCMULLEN, JUANITA",NO PERCENTAGE PROVIDED,"MCMULLEN, JUANITA||NO PERCENTAGE PROVIDED"
,1997-07-16,"MOODY, FRANCIS | MOODY, ROSS | MOODY, RUSSELL",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"MOODY, FRANCIS | MOODY, ROSS | MOODY, RUSSELL||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,1997-08-07,"ABCM CORPORATION | ABCM CORPORATION | ABCM CORPORATION | ABCM CORPORATION | ABCM CORPORATION | ALLBEE, RICHARD | ALLBEE, RICHARD",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"ABCM CORPORATION | ABCM CORPORATION | ABCM CORPORATION | ABCM CORPORATION | ABCM CORPORATION | ALLBEE, RICHARD | ALLBEE, RICHARD||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,1997-09-30,NORWALK MEADOWS NURSING CENTER LP,100%,NORWALK MEADOWS NURSING CENTER LP||100%
,1997-10-01,"KISATCHIE CORPORATION | KISATCHIE HEALTH, LLC | LEDBETTER, WILLIAM | PRICE, TEDDY | PRICO, INC",51% | 51% | 20% | 51% | 29%,"KISATCHIE CORPORATION | KISATCHIE HEALTH, LLC | LEDBETTER, WILLIAM | PRICE, TEDDY | PRICO, INC||51% | 51% | 20% | 51% | 29%"
,1997-10-03,"BLOUNT MEMORIAL HOSPITAL, INC",100%,"BLOUNT MEMORIAL HOSPITAL, INC||100%"
,1997-12-01,"JANKLOWICZ, JACK | JANKLOWICZ, LEONARD",NOT APPLICABLE | NOT APPLICABLE,"JANKLOWICZ, JACK | JANKLOWICZ, LEONARD||NOT APPLICABLE | NOT APPLICABLE"
,1998-02-01,"LIFE GENERATIONS HEALTHCARE, LLC | MASTROCOLA, LOIS | OLDS, THOMAS | SMITH, FRED",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 13%,"LIFE GENERATIONS HEALTHCARE, LLC | MASTROCOLA, LOIS | OLDS, THOMAS | SMITH, FRED||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 13%"
,1998-03-01,"MITCHELL, JOSEPH",30%,"MITCHELL, JOSEPH||30%"
,1998-03-11,"GUARDIAN HEALTHCARE OME CORP 99% HOLDCO, INC.",100%,"GUARDIAN HEALTHCARE OME CORP 99% HOLDCO, INC.||100%"
,1998-04-01,"MCNEILL, JOHN | MCNEILL, RONALD",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"MCNEILL, JOHN | MCNEILL, RONALD||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,1998-06-26,CHRISTIAN C. GARRETT 1998 IRREVOCABLE TRUST | CHRISTIAN C. GARRETT 1998 IRREVOCABLE TRUST,100% | 100%,CHRISTIAN C. GARRETT 1998 IRREVOCABLE TRUST | CHRISTIAN C. GARRETT 1998 IRREVOCABLE TRUST||100% | 100%
,1998-08-01,"LINCOLN, JAMES | LINCOLN, JAMES | LINCOLN, JUDY | LINCOLN, JUDY",50% | 50% | 50% | 50%,"LINCOLN, JAMES | LINCOLN, JAMES | LINCOLN, JUDY | LINCOLN, JUDY||50% | 50% | 50% | 50%"
,1998-09-01,"BULLOCH, WILLIAM | LIBERTY HEALTHCARE SERVICES OF GOLDEN YEARS NURSING CENTER, LLC | MCNEILL, JOHN | MCNEILL, RONALD | ROWLES, EDDIE | SAMPSON, RICK | WILLIAM C. BULLOCH FAMILY TRUST",50% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 50% | 50%,"BULLOCH, WILLIAM | LIBERTY HEALTHCARE SERVICES OF GOLDEN YEARS NURSING CENTER, LLC | MCNEILL, JOHN | MCNEILL, RONALD | ROWLES, EDDIE | SAMPSON, RICK | WILLIAM C. BULLOCH FAMILY TRUST||50% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 50% | 50%"
,1998-11-01,CARON CORPORATION,NOT APPLICABLE,CARON CORPORATION||NOT APPLICABLE
,1998-12-09,"MOSKOWITZ, JAY | MOSKOWITZ, JOYCE",50% | 50%,"MOSKOWITZ, JAY | MOSKOWITZ, JOYCE||50% | 50%"
,1999-02-21,"GREEN, SOLOMON | NEUMAN, VERA",30% | 70%,"GREEN, SOLOMON | NEUMAN, VERA||30% | 70%"
,1999-04-01,"GLOBAL WORLD INVESTORS | KRAUSZ, HERSCH | MELAMED, SOLOMON | PREMIER FIRST INVESTORS, LLLP | SALAZAR, V. ROBERT | SEBBAG, DAVID | WRIGHT, CHRISTOPHER",10% | 21% | NO PERCENTAGE PROVIDED | 10% | 31% | 21% | 5%,"GLOBAL WORLD INVESTORS | KRAUSZ, HERSCH | MELAMED, SOLOMON | PREMIER FIRST INVESTORS, LLLP | SALAZAR, V. ROBERT | SEBBAG, DAVID | WRIGHT, CHRISTOPHER||10% | 21% | NO PERCENTAGE PROVIDED | 10% | 31% | 21% | 5%"
,1999-04-26,SENIOR CARE COMMUNITIES,100%,SENIOR CARE COMMUNITIES||100%
,1999-06-30,"GARRETT, CHRISTEN | GARRETT, CHRISTEN",100% | 100%,"GARRETT, CHRISTEN | GARRETT, CHRISTEN||100% | 100%"
,1999-07-01,"HART, MCCONNELL",25%,"HART, MCCONNELL||25%"
,1999-08-03,"PROMEDICA HEALTH SYSTEM, INC",NO PERCENTAGE PROVIDED,"PROMEDICA HEALTH SYSTEM, INC||NO PERCENTAGE PROVIDED"
,1999-11-01,PRMC-GEC AT SALISBURY CENTER LLC,NO PERCENTAGE PROVIDED,PRMC-GEC AT SALISBURY CENTER LLC||NO PERCENTAGE PROVIDED
,1999-11-26,"EPISCOPAL CHURCH HOME & AFFILIATES, INC.",100%,"EPISCOPAL CHURCH HOME & AFFILIATES, INC.||100%"
,1999-12-08,"B UNDER THE KEH 1999 FAMILY TRUST DATED DECEMBER 8, 1999 | B UNDER THE KEH 1999 FAMILY TRUST DATED DECEMBER 8, 1999",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"B UNDER THE KEH 1999 FAMILY TRUST DATED DECEMBER 8, 1999 | B UNDER THE KEH 1999 FAMILY TRUST DATED DECEMBER 8, 1999||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2000-01-01,BEAVER VALLEY HOSPITAL | SSM HEALTH CARE CORPORATION | SSM HEALTH CARE CORPORATION | THE KEH 1999 FAMILY TRUST,100% | 100% | 100% | 82%,BEAVER VALLEY HOSPITAL | SSM HEALTH CARE CORPORATION | SSM HEALTH CARE CORPORATION | THE KEH 1999 FAMILY TRUST||100% | 100% | 100% | 82%
,2000-01-12,"BEAVER, DONALD",100%,"BEAVER, DONALD||100%"
,2000-03-01,"GEWIRTZ, ESTHER | LANDA, ALAN | LERMAN, JACOB",19% | 19% | 8%,"GEWIRTZ, ESTHER | LANDA, ALAN | LERMAN, JACOB||19% | 19% | 8%"
,2000-04-20,"CLAY, JAMES | CLAY, JAMES | HAMMOND, WILLIAM",NOT APPLICABLE | 40% | NOT APPLICABLE,"CLAY, JAMES | CLAY, JAMES | HAMMOND, WILLIAM||NOT APPLICABLE | 40% | NOT APPLICABLE"
,2000-05-01,"LINCOLN, JAMES | LINCOLN, JUDY",50% | 50%,"LINCOLN, JAMES | LINCOLN, JUDY||50% | 50%"
,2000-05-28,LIBBY CARE CENTER INC,100%,LIBBY CARE CENTER INC||100%
,2000-07-21,"UNIVERSAL HEALTH CARE / LENOIR, INC.",NO PERCENTAGE PROVIDED,"UNIVERSAL HEALTH CARE / LENOIR, INC.||NO PERCENTAGE PROVIDED"
,2000-08-02,"DALTON, STEPHEN | HAUSER, MARYBETH | HYLAND, JUDITH | L & F SCHWARTZ FAMILY LIMITED PARTNERSHIP | MOSIER, MICHAEL",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"DALTON, STEPHEN | HAUSER, MARYBETH | HYLAND, JUDITH | L & F SCHWARTZ FAMILY LIMITED PARTNERSHIP | MOSIER, MICHAEL||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2000-08-31,UNIVERSITY COMMUNITY HOSPITAL INC,100%,UNIVERSITY COMMUNITY HOSPITAL INC||100%
,2000-10-01,"HEALTH SERVICES MANAGEMENT, INC.",100%,"HEALTH SERVICES MANAGEMENT, INC.||100%"
,2000-10-06,"HOBBS, LUNNINGING",100%,"HOBBS, LUNNINGING||100%"
,2000-11-02,"BEAVER, DONALD | BEAVER, DONALD",100% | 100%,"BEAVER, DONALD | BEAVER, DONALD||100% | 100%"
,2000-11-20,"GRACIANO, DAVID | GRACIANO, JEFFREY | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | NESE, ROSS | SENIOR HEALTH SOUTH EX LLC | SENIOR HEALTH-FIRST COAST LLC",33% | 8% | 33% | NO PERCENTAGE PROVIDED | 25% | 100% | 100%,"GRACIANO, DAVID | GRACIANO, JEFFREY | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | NESE, ROSS | SENIOR HEALTH SOUTH EX LLC | SENIOR HEALTH-FIRST COAST LLC||33% | 8% | 33% | NO PERCENTAGE PROVIDED | 25% | 100% | 100%"
,2000-11-22,"NATIONAL MENTOR HOLDINGS LLC | NATIONAL MENTOR HOLDINGS, INC.",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"NATIONAL MENTOR HOLDINGS LLC | NATIONAL MENTOR HOLDINGS, INC.||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2000-12-04,FRIEDMAN LIVING TRUST | JRB INVESTMENTS INC,95% | 100%,FRIEDMAN LIVING TRUST | JRB INVESTMENTS INC||95% | 100%
,2000-12-07,"GRANE ASSOCIATES, LP",100%,"GRANE ASSOCIATES, LP||100%"
,2001-01-01,"BOKOW, BARRY | BURMONT, INC. | BURMONT, INC. | GEFFNER, IRA | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | KREIGER, BETTY | MEGAARD, DENNIS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | OAK MANAGEMENT | PAULSEN, SUSAN",5% | NOT APPLICABLE | 99% | 5% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 5% | 50% | 25% | 25% | 25% | 25% | 25% | 25% | 25% | 25% | 25% | NOT APPLICABLE | 50%,"BOKOW, BARRY | BURMONT, INC. | BURMONT, INC. | GEFFNER, IRA | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | KREIGER, BETTY | MEGAARD, DENNIS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | NESE, ROSS | OAK MANAGEMENT | PAULSEN, SUSAN||5% | NOT APPLICABLE | 99% | 5% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 5% | 50% | 25% | 25% | 25% | 25% | 25% | 25% | 25% | 25% | 25% | NOT APPLICABLE | 50%"
,2001-02-21,"THEKKEK, PREMA",50%,"THEKKEK, PREMA||50%"
,2001-05-16,"GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, RICHARD | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | NESE, ROSS | NESE, ROSS",33% | 33% | 33% | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 25% | 25%,"GRACIANO, DAVID | GRACIANO, DAVID | GRACIANO, RICHARD | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | GRANE ASSOCIATES, LP | NESE, ROSS | NESE, ROSS||33% | 33% | 33% | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 25% | 25%"
,2001-06-01,"ROSEWOOD CARE CENTER, LLC",100%,"ROSEWOOD CARE CENTER, LLC||100%"
,2001-06-04,"GRACIANO, DAVID | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | NESE, ROSS",33% | 33% | 100% | 25%,"GRACIANO, DAVID | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | NESE, ROSS||33% | 33% | 100% | 25%"
,2001-06-26,"WEISZ, MARK | WEISZ, MARK",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"WEISZ, MARK | WEISZ, MARK||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2001-07-18,"KILIAN, MARK | OSTHUS, DAVID | OSTHUS, DAVID | OSTHUS, RAMON",26% | 53% | 74% | 21%,"KILIAN, MARK | OSTHUS, DAVID | OSTHUS, DAVID | OSTHUS, RAMON||26% | 53% | 74% | 21%"
,2001-08-11,"COOPER, CAROL",33%,"COOPER, CAROL||33%"
,2001-08-14,"ROTHNER, NOAM",NO PERCENTAGE PROVIDED,"ROTHNER, NOAM||NO PERCENTAGE PROVIDED"
,2001-10-01,"MORRIS, CHERYL | VIA CHRISTI VILLAGES INC",10% | 100%,"MORRIS, CHERYL | VIA CHRISTI VILLAGES INC||10% | 100%"
,2001-10-26,SISTER OF SAINT JOSEPH,100%,SISTER OF SAINT JOSEPH||100%
,2002-01-01,"GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | VICERE, CHRISTOPHER",8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 10%,"GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | GRACIANO, JEFFREY | VICERE, CHRISTOPHER||8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 8% | 10%"
,2002-01-25,"FRIEDMAN LIVING TRUST | KLAVAN, RUCHEL",75% | 5%,"FRIEDMAN LIVING TRUST | KLAVAN, RUCHEL||75% | 5%"
,2002-01-29,"DESHOTELS, KYLE",100%,"DESHOTELS, KYLE||100%"
,2002-02-08,"THEKKEK, ANTONY | THEKKEK, ANTONY | THEKKEK, PREMA | THEKKEK, PREMA",50% | 50% | 50% | 50%,"THEKKEK, ANTONY | THEKKEK, ANTONY | THEKKEK, PREMA | THEKKEK, PREMA||50% | 50% | 50% | 50%"
,2002-02-13,"QUIRK, CYNTHIA | QUIRK, GENE",50% | 50%,"QUIRK, CYNTHIA | QUIRK, GENE||50% | 50%"
,2002-03-01,HARBORSIDE HEALTHCARE LIMITED PARTNERSHIP | HARBORSIDE MASSACHUSETTS LIMITED PARTNERSHIP,NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,HARBORSIDE HEALTHCARE LIMITED PARTNERSHIP | HARBORSIDE MASSACHUSETTS LIMITED PARTNERSHIP||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED
,2002-04-01,"DELAMARTER, BRIAN | DELAMARTER, BRIAN | DELAMARTER, HAROLD | DELAMARTER, HAROLD | LINCOLN, JAMES | LINCOLN, JUDY | VISLOCKY, GREGORY | VISLOCKY, GREGORY",42% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 28% | 50% | 50% | NO PERCENTAGE PROVIDED | 30%,"DELAMARTER, BRIAN | DELAMARTER, BRIAN | DELAMARTER, HAROLD | DELAMARTER, HAROLD | LINCOLN, JAMES | LINCOLN, JUDY | VISLOCKY, GREGORY | VISLOCKY, GREGORY||42% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 28% | 50% | 50% | NO PERCENTAGE PROVIDED | 30%"
,2002-04-30,"CARE HOLDINGS, LLC | CARE REALTY, LLC | STRAUS, DANIEL | THCI COMPANY, LLC | THCI HOLDING COMPANY, LLC",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED,"CARE HOLDINGS, LLC | CARE REALTY, LLC | STRAUS, DANIEL | THCI COMPANY, LLC | THCI HOLDING COMPANY, LLC||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED"
,2002-05-10,"BERTETTA, BONNIE | KRIGER, SHAROLYN | VANNUCCI, ELIZABETH",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"BERTETTA, BONNIE | KRIGER, SHAROLYN | VANNUCCI, ELIZABETH||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2002-05-31,"SENIOR HEALTH-TNF, LLC",100%,"SENIOR HEALTH-TNF, LLC||100%"
,2002-06-01,"FRIEDMAN, AARON | FRIEDMAN, DAVID | FRIEDMAN, JACOB | FRIEDMAN-NOTIS, TZIPPY | LEHMANN, LIBBY | MEADE, DEBORAH | MEADE, DEBORAH",5% | 5% | NO PERCENTAGE PROVIDED | 5% | 5% | 99% | 99%,"FRIEDMAN, AARON | FRIEDMAN, DAVID | FRIEDMAN, JACOB | FRIEDMAN-NOTIS, TZIPPY | LEHMANN, LIBBY | MEADE, DEBORAH | MEADE, DEBORAH||5% | 5% | NO PERCENTAGE PROVIDED | 5% | 5% | 99% | 99%"
,2002-06-30,UPMC | UPMC SENIOR COMMUNITIES INC,NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,UPMC | UPMC SENIOR COMMUNITIES INC||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED
,2002-07-15,PENINSULA CONVALESCENT ASSOCIATES LLC,NO PERCENTAGE PROVIDED,PENINSULA CONVALESCENT ASSOCIATES LLC||NO PERCENTAGE PROVIDED
,2002-08-08,"PETERSEN, MARK | PETERSEN, MARK | PETERSEN, MARK | PETERSEN, MARK",NO PERCENTAGE PROVIDED | 100% | 100% | 100%,"PETERSEN, MARK | PETERSEN, MARK | PETERSEN, MARK | PETERSEN, MARK||NO PERCENTAGE PROVIDED | 100% | 100% | 100%"
,2002-08-16,"HEALTHLINK HOLDINGS, GROUP, LLC | TRACE HOLDINGS LLC",100% | NO PERCENTAGE PROVIDED,"HEALTHLINK HOLDINGS, GROUP, LLC | TRACE HOLDINGS LLC||100% | NO PERCENTAGE PROVIDED"
,2002-10-01,"CLASSEN, BRENT | GATEWAY CARE CENTER, LLC | JACOBS, HARRY | LIBERTY LONG TERM CARE, LLC | WEISS, REBECCA | WEISS, STEVEN | WHITE OAK MANOR INC | WHITE OAK MANOR INC",96% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100%,"CLASSEN, BRENT | GATEWAY CARE CENTER, LLC | JACOBS, HARRY | LIBERTY LONG TERM CARE, LLC | WEISS, REBECCA | WEISS, STEVEN | WHITE OAK MANOR INC | WHITE OAK MANOR INC||96% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100%"
,2002-11-01,"COUNTRY VILLA CLAREMONT HEALTHCARE CENTER, INC. | ELDON J. TEPER LIVING TRUST DATED | REISSMAN, DIANE | ROWLES, EDDIE | SALTZBURG FAMILY TRUST | SALTZBURG, JOEL | TEPER, ELDON | TORGAN FAMILY TRUST | TORGAN, MICHAEL",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"COUNTRY VILLA CLAREMONT HEALTHCARE CENTER, INC. | ELDON J. TEPER LIVING TRUST DATED | REISSMAN, DIANE | ROWLES, EDDIE | SALTZBURG FAMILY TRUST | SALTZBURG, JOEL | TEPER, ELDON | TORGAN FAMILY TRUST | TORGAN, MICHAEL||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2002-11-06,NATIONAL MENTOR LLC,NO PERCENTAGE PROVIDED,NATIONAL MENTOR LLC||NO PERCENTAGE PROVIDED
,2002-11-15,SUN HEALTHCARE GROUP INC | WELLTOWER INC.,NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,SUN HEALTHCARE GROUP INC | WELLTOWER INC.||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED
,2002-12-01,"DELAMARTER, BRIAN | QUIRK, SCOTT | VISLOCKY, GREGORY",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"DELAMARTER, BRIAN | QUIRK, SCOTT | VISLOCKY, GREGORY||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2002-12-17,"BRUM, ESBT FOR JULIE | CHOW, ESBT FOR JENNIFER | DISCRETIONARY TRUST FOR JULIE T.Y. BRUM | ESTB FOR JENNIFER T.W. CJOW 12/17/02",21% | 21% | 20% | 20%,"BRUM, ESBT FOR JULIE | CHOW, ESBT FOR JENNIFER | DISCRETIONARY TRUST FOR JULIE T.Y. BRUM | ESTB FOR JENNIFER T.W. CJOW 12/17/02||21% | 21% | 20% | 20%"
,2002-12-23,FLORIDA INSTITUTE FOR LONG TERM CARE LLC,NO PERCENTAGE PROVIDED,FLORIDA INSTITUTE FOR LONG TERM CARE LLC||NO PERCENTAGE PROVIDED
,2002-12-30,"BEAVER, DONALD | UNIVERSAL HEALTH CARE/RAMSEUR, INC.",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"BEAVER, DONALD | UNIVERSAL HEALTH CARE/RAMSEUR, INC.||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2002-12-31,"BLEIER, ROBERT | LANDA, BENJAMIN | NEW SURFSIDE NURSING HOME LLC",50% | 50% | NO PERCENTAGE PROVIDED,"BLEIER, ROBERT | LANDA, BENJAMIN | NEW SURFSIDE NURSING HOME LLC||50% | 50% | NO PERCENTAGE PROVIDED"
,2003-01-01,"CRANE YOUNG AND ASSOCIATES INC | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | R H MONTGOMERY PROPERTIES, INC | THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY",100% | 33% | 100% | 100% | 100%,"CRANE YOUNG AND ASSOCIATES INC | GRACIANO, RICHARD | GRANE ASSOCIATES, LP | R H MONTGOMERY PROPERTIES, INC | THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY||100% | 33% | 100% | 100% | 100%"
,2003-01-16,SUN COAST NURSING CENTERS INC,NO PERCENTAGE PROVIDED,SUN COAST NURSING CENTERS INC||NO PERCENTAGE PROVIDED
,2003-01-21,CIRCLE B ENTERPRISES HOLDING COMPANY INC,100%,CIRCLE B ENTERPRISES HOLDING COMPANY INC||100%
,2003-02-08,"LIPSEY, WILBUR",NO PERCENTAGE PROVIDED,"LIPSEY, WILBUR||NO PERCENTAGE PROVIDED"
,2003-03-10,"DELMAR GARDENS ENTERPRISES INC | GABE GROSSBERG AND GEORGE GROSSBERG, TRUSTEES OF THE HENRY AND BARBARA | GEORGE GROSSBERG AND GABE GROSSBERG, TRUSTEES OF THE HENRY AND BARBARA | GOLDBERG-NOM LLC | GROSSBERG, GABE",100% | 8% | 8% | 25% | 16%,"DELMAR GARDENS ENTERPRISES INC | GABE GROSSBERG AND GEORGE GROSSBERG, TRUSTEES OF THE HENRY AND BARBARA | GEORGE GROSSBERG AND GABE GROSSBERG, TRUSTEES OF THE HENRY AND BARBARA | GOLDBERG-NOM LLC | GROSSBERG, GABE||100% | 8% | 8% | 25% | 16%"
,2003-03-21,"HURLBUT, ROBERT",100%,"HURLBUT, ROBERT||100%"
,2003-03-31,HEALTH SCHOLARSHIPS INC,100%,HEALTH SCHOLARSHIPS INC||100%
,2003-04-01,"DAAKE, THOMAS O | DUTCHTOWN CARE CENTER INC | HEALTH SCHOLARSHIPS INC",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100%,"DAAKE, THOMAS O | DUTCHTOWN CARE CENTER INC | HEALTH SCHOLARSHIPS INC||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100%"
,2003-05-05,ROSEWOOD CARE CENTER HOLDING CO,NO PERCENTAGE PROVIDED,ROSEWOOD CARE CENTER HOLDING CO||NO PERCENTAGE PROVIDED
